match_id,over,batter,batsman_runs,season
548322,3,F du Plessis,4,2012
548322,3,F du Plessis,4,2012
548322,3,F du Plessis,4,2012
548322,4,F du Plessis,4,2012
548322,6,F du Plessis,4,2012
548322,8,SK Raina,4,2012
548322,8,SK Raina,4,2012
548322,10,MS Dhoni,4,2012
548322,12,RA Jadeja,4,2012
548322,14,RA Jadeja,4,2012
548322,15,RA Jadeja,4,2012
548322,18,RA Jadeja,4,2012
548322,19,DJ Bravo,4,2012
548322,2,JD Ryder,4,2012
548322,2,JD Ryder,4,2012
548322,2,JD Ryder,4,2012
548322,3,SC Ganguly,4,2012
548322,3,JD Ryder,4,2012
548322,5,JD Ryder,4,2012
548322,10,JD Ryder,4,2012
548322,12,JD Ryder,4,2012
548322,17,SPD Smith,4,2012
548322,18,SPD Smith,4,2012
548322,18,SPD Smith,4,2012
548322,19,SPD Smith,4,2012
548323,0,Mandeep Singh,4,2012
548323,1,Mandeep Singh,4,2012
548323,8,DJ Hussey,4,2012
548323,9,Mandeep Singh,4,2012
548323,18,Harmeet Singh,4,2012
548323,18,Harmeet Singh,4,2012
548323,19,Harmeet Singh,4,2012
548323,1,G Gambhir,4,2012
548323,1,G Gambhir,4,2012
548323,2,G Gambhir,4,2012
548323,2,G Gambhir,4,2012
548323,5,MS Bisla,4,2012
548323,7,MK Tiwary,4,2012
548323,11,Shakib Al Hasan,0,2012
548323,16,DB Das,4,2012
548323,16,DB Das,4,2012
548323,17,DB Das,4,2012
548323,17,RN ten Doeschate,4,2012
548324,1,AM Rahane,4,2012
548324,1,AM Rahane,4,2012
548324,3,R Dravid,4,2012
548324,3,AM Rahane,4,2012
548324,5,R Dravid,4,2012
548324,13,AM Rahane,4,2012
548324,13,AM Rahane,4,2012
548324,13,AM Rahane,4,2012
548324,13,AM Rahane,4,2012
548324,13,AM Rahane,4,2012
548324,13,AM Rahane,4,2012
548324,14,OA Shah,4,2012
548324,15,OA Shah,4,2012
548324,16,OA Shah,4,2012
548324,17,OA Shah,4,2012
548324,17,AM Rahane,4,2012
548324,18,OA Shah,4,2012
548324,18,OA Shah,0,2012
548324,19,AM Rahane,4,2012
548324,19,AM Rahane,4,2012
548324,1,MA Agarwal,4,2012
548324,2,MA Agarwal,4,2012
548324,4,MA Agarwal,4,2012
548324,5,V Kohli,4,2012
548324,5,V Kohli,4,2012
548324,13,M Kaif,4,2012
548324,16,R Vinay Kumar,4,2012
548324,16,S Aravind,4,2012
548324,19,S Aravind,4,2012
548324,19,S Aravind,4,2012
548325,4,RG Sharma,4,2012
548325,4,RG Sharma,4,2012
548325,5,RG Sharma,4,2012
548325,6,RG Sharma,4,2012
548325,7,RG Sharma,4,2012
548325,11,Harbhajan Singh,4,2012
548325,11,Harbhajan Singh,4,2012
548325,12,Harbhajan Singh,4,2012
548325,13,Harbhajan Singh,4,2012
548325,17,Harbhajan Singh,4,2012
548325,2,V Sehwag,0,2012
548325,3,NV Ojha,4,2012
548325,4,NV Ojha,4,2012
548325,4,V Sehwag,4,2012
548325,5,KP Pietersen,4,2012
548325,7,V Sehwag,4,2012
548325,11,DPMD Jayawardene,4,2012
548325,13,LRPL Taylor,4,2012
548326,0,KC Sangakkara,4,2012
548326,0,S Dhawan,4,2012
548326,1,KC Sangakkara,4,2012
548326,2,S Dhawan,4,2012
548326,2,S Dhawan,4,2012
548326,3,S Dhawan,4,2012
548326,4,KC Sangakkara,4,2012
548326,5,KC Sangakkara,4,2012
548326,6,S Dhawan,4,2012
548326,7,S Dhawan,4,2012
548326,8,S Dhawan,4,2012
548326,10,KC Sangakkara,4,2012
548326,11,S Dhawan,4,2012
548326,17,DT Christian,4,2012
548326,17,JP Duminy,4,2012
548326,17,JP Duminy,4,2012
548326,18,DT Christian,4,2012
548326,19,JP Duminy,4,2012
548326,1,R Dravid,4,2012
548326,1,R Dravid,4,2012
548326,1,R Dravid,4,2012
548326,2,AM Rahane,4,2012
548326,3,R Dravid,4,2012
548326,3,AM Rahane,4,2012
548326,3,AM Rahane,4,2012
548326,4,R Dravid,4,2012
548326,4,R Dravid,4,2012
548326,5,R Dravid,4,2012
548326,6,AM Rahane,4,2012
548326,10,AM Rahane,4,2012
548326,10,AL Menaria,4,2012
548326,12,OA Shah,4,2012
548326,15,BJ Hodge,4,2012
548326,16,BJ Hodge,4,2012
548326,16,BJ Hodge,4,2012
548326,16,BJ Hodge,4,2012
548326,16,BJ Hodge,4,2012
548326,18,BJ Hodge,4,2012
548326,19,DH Yagnik,4,2012
548326,19,DH Yagnik,4,2012
548327,1,RV Uthappa,4,2012
548327,2,JD Ryder,4,2012
548327,2,JD Ryder,4,2012
548327,3,RV Uthappa,4,2012
548327,4,JD Ryder,4,2012
548327,5,RV Uthappa,4,2012
548327,5,JD Ryder,4,2012
548327,8,RV Uthappa,4,2012
548327,8,RV Uthappa,4,2012
548327,9,RV Uthappa,4,2012
548327,9,RV Uthappa,4,2012
548327,11,RV Uthappa,4,2012
548327,11,RV Uthappa,4,2012
548327,16,MN Samuels,4,2012
548327,19,M Manhas,4,2012
548327,3,CH Gayle,4,2012
548327,4,CH Gayle,4,2012
548327,6,V Kohli,4,2012
548327,9,CH Gayle,4,2012
548327,11,CH Gayle,4,2012
548327,16,SS Tiwary,4,2012
548327,16,AB de Villiers,4,2012
548327,19,AB de Villiers,4,2012
548328,0,PC Valthaty,4,2012
548328,2,AC Gilchrist,4,2012
548328,4,AC Gilchrist,4,2012
548328,5,AC Gilchrist,4,2012
548328,5,SE Marsh,4,2012
548328,6,SE Marsh,4,2012
548328,8,SE Marsh,4,2012
548328,11,SE Marsh,4,2012
548328,15,AD Mascarenhas,4,2012
548328,0,BB McCullum,4,2012
548328,0,BB McCullum,4,2012
548328,1,BB McCullum,4,2012
548328,3,G Gambhir,4,2012
548328,4,G Gambhir,4,2012
548328,4,G Gambhir,4,2012
548328,5,G Gambhir,4,2012
548328,8,G Gambhir,4,2012
548328,12,JH Kallis,4,2012
548328,14,G Gambhir,4,2012
548328,15,G Gambhir,4,2012
548328,16,JH Kallis,4,2012
548329,0,DJ Harris,4,2012
548329,0,DJ Harris,4,2012
548329,1,S Dhawan,4,2012
548329,1,S Dhawan,4,2012
548329,3,DJ Harris,4,2012
548329,4,DJ Harris,4,2012
548329,5,KC Sangakkara,4,2012
548329,6,CL White,4,2012
548329,6,CL White,4,2012
548329,7,CL White,4,2012
548329,10,S Dhawan,4,2012
548329,12,S Dhawan,4,2012
548329,12,S Dhawan,4,2012
548329,13,CL White,4,2012
548329,13,S Dhawan,4,2012
548329,14,CL White,4,2012
548329,14,CL White,4,2012
548329,14,S Dhawan,4,2012
548329,16,S Dhawan,4,2012
548329,16,S Dhawan,4,2012
548329,17,CL White,4,2012
548329,19,JP Duminy,4,2012
548329,19,JP Duminy,4,2012
548329,0,V Sehwag,4,2012
548329,0,DA Warner,0,2012
548329,0,DA Warner,4,2012
548329,0,DA Warner,4,2012
548329,2,DA Warner,4,2012
548329,3,DA Warner,4,2012
548329,5,DA Warner,4,2012
548329,5,DA Warner,4,2012
548329,6,NV Ojha,0,2012
548329,6,DA Warner,0,2012
548329,9,DA Warner,4,2012
548329,12,DA Warner,4,2012
548329,14,DA Warner,4,2012
548329,16,NV Ojha,4,2012
548330,0,S Badrinath,4,2012
548330,3,F du Plessis,4,2012
548330,4,S Badrinath,4,2012
548330,4,S Badrinath,4,2012
548330,5,F du Plessis,4,2012
548330,7,S Badrinath,4,2012
548330,7,S Badrinath,4,2012
548330,8,F du Plessis,4,2012
548330,11,F du Plessis,4,2012
548330,14,S Badrinath,4,2012
548330,14,S Badrinath,4,2012
548330,14,S Badrinath,4,2012
548330,16,MS Dhoni,4,2012
548330,18,MS Dhoni,4,2012
548330,19,MS Dhoni,4,2012
548330,0,RV Uthappa,4,2012
548330,0,JD Ryder,4,2012
548330,1,RV Uthappa,4,2012
548330,2,SC Ganguly,4,2012
548330,3,JD Ryder,4,2012
548330,5,SC Ganguly,4,2012
548330,5,SC Ganguly,4,2012
548330,5,SC Ganguly,4,2012
548330,11,MN Samuels,4,2012
548330,11,MN Samuels,4,2012
548330,15,AD Mathews,4,2012
548331,1,N Saini,4,2012
548331,3,SE Marsh,4,2012
548331,4,PC Valthaty,4,2012
548331,5,SE Marsh,4,2012
548331,5,SE Marsh,4,2012
548331,5,DJ Hussey,4,2012
548331,9,DJ Hussey,4,2012
548331,12,DJ Hussey,4,2012
548331,14,DJ Hussey,4,2012
548331,16,Azhar Mahmood,4,2012
548331,17,Azhar Mahmood,4,2012
548331,17,Azhar Mahmood,4,2012
548331,19,PP Chawla,4,2012
548331,1,V Kohli,4,2012
548331,2,CH Gayle,4,2012
548331,2,CH Gayle,4,2012
548331,5,CH Gayle,4,2012
548331,5,CH Gayle,4,2012
548331,9,AB de Villiers,4,2012
548331,9,AB de Villiers,4,2012
548331,11,CH Gayle,4,2012
548331,12,AB de Villiers,4,2012
548331,12,AB de Villiers,4,2012
548331,13,AB de Villiers,4,2012
548331,15,CH Gayle,4,2012
548331,16,AB de Villiers,4,2012
548331,17,CH Gayle,4,2012
548331,17,CH Gayle,4,2012
548331,19,AB McDonald,4,2012
548332,0,AM Rahane,4,2012
548332,1,R Dravid,4,2012
548332,2,R Dravid,4,2012
548332,3,AM Rahane,4,2012
548332,3,AM Rahane,4,2012
548332,5,R Dravid,4,2012
548332,8,AL Menaria,4,2012
548332,10,OA Shah,4,2012
548332,14,OA Shah,4,2012
548332,15,OA Shah,4,2012
548332,15,OA Shah,4,2012
548332,16,AL Menaria,4,2012
548332,1,F du Plessis,4,2012
548332,1,F du Plessis,4,2012
548332,1,F du Plessis,4,2012
548332,2,S Badrinath,4,2012
548332,4,F du Plessis,4,2012
548332,4,F du Plessis,4,2012
548332,5,F du Plessis,4,2012
548332,8,SK Raina,4,2012
548332,11,SK Raina,4,2012
548332,15,SK Raina,4,2012
548332,17,DJ Bravo,4,2012
548332,17,MS Dhoni,4,2012
548333,2,RV Uthappa,4,2012
548333,2,RV Uthappa,4,2012
548333,3,JD Ryder,4,2012
548333,5,SC Ganguly,4,2012
548333,5,JD Ryder,4,2012
548333,7,JD Ryder,4,2012
548333,7,SC Ganguly,4,2012
548333,8,JD Ryder,4,2012
548333,11,SC Ganguly,4,2012
548333,11,SC Ganguly,4,2012
548333,12,SC Ganguly,4,2012
548333,14,SPD Smith,4,2012
548333,15,JD Ryder,4,2012
548333,16,JD Ryder,4,2012
548333,17,SPD Smith,4,2012
548333,17,SPD Smith,4,2012
548333,19,SPD Smith,4,2012
548333,19,AD Mathews,4,2012
548333,0,V Sehwag,4,2012
548333,1,DPMD Jayawardene,4,2012
548333,4,V Sehwag,4,2012
548333,6,KP Pietersen,4,2012
548333,7,V Sehwag,4,2012
548333,8,V Sehwag,4,2012
548333,10,V Sehwag,4,2012
548333,12,P Negi,4,2012
548333,15,LRPL Taylor,4,2012
548333,17,Y Nagar,4,2012
548333,17,Y Nagar,4,2012
548333,18,Y Nagar,4,2012
548334,2,SR Tendulkar,4,2012
548334,3,JEC Franklin,4,2012
548334,3,JEC Franklin,4,2012
548334,4,JEC Franklin,4,2012
548334,5,SR Tendulkar,4,2012
548334,5,SR Tendulkar,4,2012
548334,7,JEC Franklin,4,2012
548334,11,KD Karthik,4,2012
548334,12,KD Karthik,4,2012
548334,12,KD Karthik,4,2012
548334,13,KD Karthik,4,2012
548334,13,KD Karthik,4,2012
548334,14,JEC Franklin,4,2012
548334,16,KA Pollard,4,2012
548334,17,Harbhajan Singh,4,2012
548334,18,JEC Franklin,4,2012
548334,0,Mandeep Singh,4,2012
548334,0,Mandeep Singh,4,2012
548334,1,Mandeep Singh,4,2012
548334,2,N Saini,4,2012
548334,2,N Saini,4,2012
548334,3,N Saini,4,2012
548334,4,N Saini,4,2012
548334,5,N Saini,4,2012
548334,7,SE Marsh,4,2012
548334,9,DJ Hussey,4,2012
548334,9,SE Marsh,4,2012
548334,9,SE Marsh,4,2012
548334,12,DJ Hussey,4,2012
548334,14,SE Marsh,4,2012
548334,16,SE Marsh,4,2012
548335,2,KC Sangakkara,4,2012
548335,3,S Dhawan,4,2012
548335,3,S Dhawan,4,2012
548335,4,S Dhawan,4,2012
548335,6,S Dhawan,4,2012
548335,8,PA Patel,4,2012
548335,10,PA Patel,4,2012
548335,13,CL White,4,2012
548335,17,JP Duminy,4,2012
548335,0,G Gambhir,4,2012
548335,2,BB McCullum,4,2012
548335,3,G Gambhir,4,2012
548335,3,G Gambhir,4,2012
548335,4,MS Bisla,4,2012
548335,5,G Gambhir,4,2012
548335,5,MS Bisla,4,2012
548335,8,JH Kallis,4,2012
548335,13,MK Tiwary,4,2012
548335,16,JH Kallis,4,2012
548335,17,DB Das,4,2012
548335,18,MK Tiwary,4,2012
548336,1,V Kohli,4,2012
548336,1,V Kohli,4,2012
548336,2,TM Dilshan,4,2012
548336,5,TM Dilshan,4,2012
548336,5,TM Dilshan,4,2012
548336,7,MA Agarwal,4,2012
548336,7,MA Agarwal,4,2012
548336,8,TM Dilshan,4,2012
548336,13,TM Dilshan,4,2012
548336,14,AB de Villiers,4,2012
548336,15,TM Dilshan,4,2012
548336,16,TM Dilshan,4,2012
548336,17,AB de Villiers,4,2012
548336,17,TM Dilshan,0,2012
548336,18,AB de Villiers,4,2012
548336,19,TM Dilshan,4,2012
548336,19,TM Dilshan,4,2012
548336,0,R Dravid,4,2012
548336,1,R Dravid,4,2012
548336,2,R Dravid,4,2012
548336,5,R Dravid,4,2012
548336,5,R Dravid,4,2012
548336,5,AM Rahane,4,2012
548336,9,R Dravid,4,2012
548336,10,R Dravid,4,2012
548336,11,R Dravid,4,2012
548336,14,BJ Hodge,4,2012
548336,15,STR Binny,4,2012
548336,16,KK Cooper,4,2012
548336,16,KK Cooper,4,2012
548336,17,STR Binny,4,2012
548336,19,GB Hogg,4,2012
548337,2,MK Pandey,4,2012
548337,3,MK Pandey,4,2012
548337,6,RV Uthappa,4,2012
548337,6,RV Uthappa,4,2012
548337,11,MK Pandey,4,2012
548337,12,MK Pandey,4,2012
548337,13,RV Uthappa,4,2012
548337,16,MK Pandey,4,2012
548337,16,MK Pandey,4,2012
548337,17,RV Uthappa,4,2012
548337,17,RV Uthappa,4,2012
548337,18,RV Uthappa,4,2012
548337,19,MK Pandey,0,2012
548337,19,MK Pandey,4,2012
548337,0,DPMD Jayawardene,4,2012
548337,1,DPMD Jayawardene,4,2012
548337,2,DPMD Jayawardene,4,2012
548337,3,V Sehwag,4,2012
548337,3,V Sehwag,4,2012
548337,4,V Sehwag,4,2012
548337,5,V Sehwag,4,2012
548337,5,KP Pietersen,4,2012
548337,6,V Sehwag,4,2012
548337,6,V Sehwag,4,2012
548337,8,V Sehwag,0,2012
548337,9,V Sehwag,4,2012
548337,12,V Sehwag,4,2012
548337,13,V Sehwag,4,2012
548337,15,V Sehwag,4,2012
548339,1,N Saini,4,2012
548339,2,Mandeep Singh,4,2012
548339,2,Mandeep Singh,4,2012
548339,2,Mandeep Singh,4,2012
548339,4,Mandeep Singh,4,2012
548339,5,SE Marsh,4,2012
548339,5,N Saini,4,2012
548339,11,DJ Hussey,4,2012
548339,14,DA Miller,4,2012
548339,15,DJ Hussey,4,2012
548339,16,DJ Hussey,4,2012
548339,18,DJ Hussey,4,2012
548339,1,SR Tendulkar,4,2012
548339,2,JEC Franklin,4,2012
548339,3,SR Tendulkar,4,2012
548339,5,JEC Franklin,4,2012
548339,7,SR Tendulkar,4,2012
548339,8,SR Tendulkar,4,2012
548339,13,RG Sharma,4,2012
548339,14,RG Sharma,4,2012
548339,15,RG Sharma,4,2012
548339,16,AT Rayudu,4,2012
548339,18,RJ Peterson,4,2012
548339,18,RJ Peterson,4,2012
548339,19,AT Rayudu,4,2012
548341,0,PA Patel,4,2012
548341,0,PA Patel,4,2012
548341,0,S Dhawan,4,2012
548341,4,PA Patel,4,2012
548341,4,CL White,4,2012
548341,10,KC Sangakkara,4,2012
548341,10,CL White,4,2012
548341,11,CL White,4,2012
548341,11,CL White,4,2012
548341,14,CL White,4,2012
548341,14,JP Duminy,0,2012
548341,15,CL White,4,2012
548341,1,MK Pandey,4,2012
548341,2,JD Ryder,4,2012
548341,2,SC Ganguly,4,2012
548341,5,MK Pandey,4,2012
548341,7,SC Ganguly,4,2012
548341,8,SC Ganguly,4,2012
548341,8,RV Uthappa,4,2012
548341,11,RV Uthappa,4,2012
548341,19,B Kumar,4,2012
548342,1,V Sehwag,4,2012
548342,2,DPMD Jayawardene,4,2012
548342,2,DPMD Jayawardene,4,2012
548342,2,DPMD Jayawardene,4,2012
548342,3,DPMD Jayawardene,4,2012
548342,3,V Sehwag,4,2012
548342,4,DPMD Jayawardene,4,2012
548342,5,V Sehwag,4,2012
548342,6,V Sehwag,4,2012
548342,7,V Sehwag,4,2012
548342,8,DPMD Jayawardene,4,2012
548342,10,V Sehwag,4,2012
548342,10,V Sehwag,4,2012
548342,11,DPMD Jayawardene,4,2012
548342,11,V Sehwag,4,2012
548342,12,DPMD Jayawardene,4,2012
548342,14,KP Pietersen,4,2012
548342,14,KP Pietersen,4,2012
548342,16,KP Pietersen,4,2012
548342,17,KP Pietersen,4,2012
548342,17,KP Pietersen,4,2012
548342,19,KP Pietersen,4,2012
548342,0,RG Sharma,4,2012
548342,3,KD Karthik,4,2012
548342,3,KD Karthik,4,2012
548342,4,AT Rayudu,4,2012
548342,5,KD Karthik,4,2012
548342,5,KD Karthik,4,2012
548342,5,KD Karthik,4,2012
548342,6,AT Rayudu,4,2012
548342,8,AT Rayudu,4,2012
548342,8,KD Karthik,4,2012
548342,9,AT Rayudu,4,2012
548342,10,KD Karthik,4,2012
548342,13,KA Pollard,4,2012
548342,14,AT Rayudu,4,2012
548342,17,Harbhajan Singh,4,2012
548342,17,SL Malinga,4,2012
548342,18,Harbhajan Singh,4,2012
548343,0,Mandeep Singh,4,2012
548343,1,SE Marsh,4,2012
548343,1,Mandeep Singh,4,2012
548343,3,Mandeep Singh,4,2012
548343,5,Mandeep Singh,4,2012
548343,6,SE Marsh,4,2012
548343,7,SE Marsh,4,2012
548343,7,SE Marsh,4,2012
548343,12,Mandeep Singh,4,2012
548343,13,DA Miller,4,2012
548343,15,DA Miller,4,2012
548343,16,DJ Hussey,4,2012
548343,18,Bipul Sharma,4,2012
548343,18,N Saini,4,2012
548343,1,S Badrinath,4,2012
548343,2,S Badrinath,4,2012
548343,3,F du Plessis,4,2012
548343,4,S Badrinath,4,2012
548343,4,F du Plessis,4,2012
548343,4,F du Plessis,4,2012
548343,6,S Badrinath,4,2012
548343,7,SK Raina,4,2012
548343,11,RA Jadeja,4,2012
548343,18,KMDN Kulasekara,4,2012
548343,19,R Ashwin,4,2012
548344,0,BB McCullum,4,2012
548344,0,G Gambhir,4,2012
548344,2,G Gambhir,4,2012
548344,2,G Gambhir,4,2012
548344,3,G Gambhir,4,2012
548344,4,G Gambhir,4,2012
548344,5,G Gambhir,4,2012
548344,6,G Gambhir,4,2012
548344,6,BB McCullum,4,2012
548344,7,G Gambhir,4,2012
548344,7,BB McCullum,4,2012
548344,8,BB McCullum,4,2012
548344,8,BB McCullum,4,2012
548344,9,BB McCullum,4,2012
548344,10,BB McCullum,4,2012
548344,10,BB McCullum,4,2012
548344,12,G Gambhir,4,2012
548344,14,JH Kallis,4,2012
548344,1,CH Gayle,4,2012
548344,2,V Kohli,4,2012
548344,3,V Kohli,4,2012
548344,3,V Kohli,4,2012
548344,7,SS Tiwary,4,2012
548344,9,CH Gayle,4,2012
548344,13,MA Agarwal,4,2012
548344,16,CH Gayle,4,2012
548344,16,CH Gayle,4,2012
548344,16,CH Gayle,4,2012
548344,18,CH Gayle,4,2012
548344,19,CH Gayle,4,2012
548345,0,DPMD Jayawardene,4,2012
548345,1,V Sehwag,4,2012
548345,2,KP Pietersen,4,2012
548345,3,V Sehwag,4,2012
548345,4,V Sehwag,4,2012
548345,6,V Sehwag,4,2012
548345,6,V Sehwag,4,2012
548345,9,V Sehwag,4,2012
548345,9,V Sehwag,4,2012
548345,10,V Sehwag,4,2012
548345,17,Y Nagar,4,2012
548345,19,Y Nagar,4,2012
548345,19,IK Pathan,4,2012
548345,0,AM Rahane,4,2012
548345,1,R Dravid,4,2012
548345,2,R Dravid,4,2012
548345,2,R Dravid,4,2012
548345,4,R Dravid,4,2012
548345,5,AM Rahane,4,2012
548345,5,R Dravid,4,2012
548345,6,AM Rahane,4,2012
548345,7,AM Rahane,4,2012
548345,10,AM Rahane,4,2012
548345,12,AM Rahane,4,2012
548345,14,AM Rahane,4,2012
548345,15,AM Rahane,4,2012
548345,16,AM Rahane,4,2012
548345,16,BJ Hodge,4,2012
548345,17,BJ Hodge,4,2012
548345,17,BJ Hodge,4,2012
548346,2,PA Patel,4,2012
548346,3,S Dhawan,4,2012
548346,4,S Dhawan,4,2012
548346,10,S Dhawan,4,2012
548346,11,DT Christian,4,2012
548346,14,JP Duminy,4,2012
548346,15,JP Duminy,4,2012
548346,17,JP Duminy,4,2012
548346,3,RG Sharma,4,2012
548346,3,RG Sharma,4,2012
548346,4,SR Tendulkar,4,2012
548346,10,RG Sharma,4,2012
548346,13,RG Sharma,4,2012
548346,17,AT Rayudu,4,2012
548346,17,AT Rayudu,4,2012
548347,2,MEK Hussey,4,2012
548347,4,MEK Hussey,4,2012
548347,5,SK Raina,4,2012
548347,6,SK Raina,4,2012
548347,7,SK Raina,4,2012
548347,8,SK Raina,4,2012
548347,16,MS Dhoni,4,2012
548347,18,MS Dhoni,4,2012
548347,0,G Gambhir,4,2012
548347,1,G Gambhir,4,2012
548347,3,G Gambhir,4,2012
548347,7,G Gambhir,4,2012
548347,11,JH Kallis,4,2012
548347,14,G Gambhir,4,2012
548347,14,G Gambhir,4,2012
548347,15,MK Tiwary,4,2012
548347,18,DB Das,4,2012
548347,19,DB Das,4,2012
548348,2,S Dhawan,4,2012
548348,2,S Dhawan,4,2012
548348,3,CL White,4,2012
548348,5,CL White,4,2012
548348,7,KC Sangakkara,4,2012
548348,11,CL White,4,2012
548348,12,KC Sangakkara,4,2012
548348,14,KC Sangakkara,4,2012
548348,14,KC Sangakkara,4,2012
548348,14,KC Sangakkara,4,2012
548348,14,KC Sangakkara,4,2012
548348,15,KC Sangakkara,4,2012
548348,15,KC Sangakkara,4,2012
548348,16,KC Sangakkara,0,2012
548348,17,CL White,4,2012
548348,18,KC Sangakkara,4,2012
548348,18,KC Sangakkara,4,2012
548348,1,MJ Clarke,4,2012
548348,2,MJ Clarke,4,2012
548348,2,MJ Clarke,4,2012
548348,3,SC Ganguly,4,2012
548348,3,SC Ganguly,4,2012
548348,5,SC Ganguly,4,2012
548348,5,MJ Clarke,4,2012
548348,5,MJ Clarke,4,2012
548348,5,MJ Clarke,4,2012
548348,9,SC Ganguly,4,2012
548348,11,SC Ganguly,4,2012
548348,11,MJ Clarke,4,2012
548348,12,SPD Smith,4,2012
548348,12,RV Uthappa,4,2012
548348,15,SPD Smith,4,2012
548349,0,AM Rahane,4,2012
548349,1,AM Rahane,4,2012
548349,1,R Dravid,4,2012
548349,2,AM Rahane,4,2012
548349,2,AM Rahane,4,2012
548349,2,R Dravid,4,2012
548349,2,AM Rahane,4,2012
548349,4,R Dravid,4,2012
548349,4,AM Rahane,4,2012
548349,5,AM Rahane,4,2012
548349,7,R Dravid,4,2012
548349,10,R Dravid,4,2012
548349,15,SP Goswami,4,2012
548349,15,R Dravid,4,2012
548349,16,R Dravid,4,2012
548349,18,AA Chavan,4,2012
548349,1,KP Pietersen,4,2012
548349,1,V Sehwag,4,2012
548349,1,V Sehwag,4,2012
548349,2,V Sehwag,4,2012
548349,2,V Sehwag,4,2012
548349,2,V Sehwag,4,2012
548349,3,V Sehwag,4,2012
548349,4,V Sehwag,4,2012
548349,4,V Sehwag,0,2012
548349,4,V Sehwag,4,2012
548349,5,V Sehwag,4,2012
548349,5,KP Pietersen,4,2012
548349,7,KP Pietersen,4,2012
548349,10,LRPL Taylor,4,2012
548349,11,V Sehwag,4,2012
548349,12,Y Nagar,4,2012
548349,12,V Sehwag,4,2012
548349,13,V Sehwag,4,2012
548349,15,NV Ojha,4,2012
548350,3,CH Gayle,4,2012
548350,3,CH Gayle,4,2012
548350,3,CH Gayle,4,2012
548350,5,V Kohli,4,2012
548350,7,V Kohli,4,2012
548350,9,V Kohli,4,2012
548350,12,CH Gayle,4,2012
548350,12,CH Gayle,4,2012
548350,15,CH Gayle,4,2012
548350,16,AB de Villiers,4,2012
548350,18,AB McDonald,4,2012
548350,0,Mandeep Singh,4,2012
548350,0,Mandeep Singh,4,2012
548350,1,SE Marsh,4,2012
548350,2,Mandeep Singh,4,2012
548350,3,Mandeep Singh,4,2012
548350,4,N Saini,4,2012
548350,5,Mandeep Singh,4,2012
548350,6,Mandeep Singh,4,2012
548350,7,N Saini,4,2012
548350,10,N Saini,4,2012
548350,11,DJ Hussey,4,2012
548350,12,DJ Hussey,4,2012
548350,13,N Saini,4,2012
548350,14,N Saini,4,2012
548351,2,JEC Franklin,4,2012
548351,3,SR Tendulkar,4,2012
548351,3,SR Tendulkar,4,2012
548351,3,SR Tendulkar,4,2012
548351,5,JEC Franklin,4,2012
548351,5,JEC Franklin,4,2012
548351,9,SR Tendulkar,4,2012
548351,9,RJ Peterson,4,2012
548351,18,KD Karthik,4,2012
548351,18,SL Malinga,4,2012
548351,0,RV Uthappa,4,2012
548351,2,RV Uthappa,4,2012
548351,4,MJ Clarke,4,2012
548351,4,MJ Clarke,4,2012
548351,5,JD Ryder,4,2012
548351,11,M Manhas,4,2012
548351,12,M Manhas,4,2012
548351,13,M Manhas,4,2012
548351,15,M Manhas,4,2012
548351,16,SC Ganguly,4,2012
548351,17,M Manhas,4,2012
548351,19,B Kumar,4,2012
548352,0,M Vijay,4,2012
548352,2,M Vijay,4,2012
548352,3,F du Plessis,4,2012
548352,3,SK Raina,4,2012
548352,4,SK Raina,4,2012
548352,5,F du Plessis,4,2012
548352,11,MS Dhoni,4,2012
548352,13,JA Morkel,4,2012
548352,18,MS Dhoni,4,2012
548352,1,S Dhawan,4,2012
548352,2,S Dhawan,4,2012
548352,4,S Dhawan,4,2012
548352,4,CL White,4,2012
548352,4,CL White,4,2012
548352,5,CL White,4,2012
548352,7,CL White,4,2012
548352,8,CL White,4,2012
548352,9,CL White,4,2012
548352,11,CL White,4,2012
548352,16,CL White,4,2012
548352,17,CL White,4,2012
548352,18,DT Christian,4,2012
548352,19,DT Christian,4,2012
548353,0,G Gambhir,4,2012
548353,2,BB McCullum,4,2012
548353,4,G Gambhir,4,2012
548353,4,BB McCullum,0,2012
548353,5,BB McCullum,4,2012
548353,5,G Gambhir,4,2012
548353,6,G Gambhir,4,2012
548353,8,BB McCullum,4,2012
548353,9,BB McCullum,4,2012
548353,10,BB McCullum,4,2012
548353,0,RV Uthappa,4,2012
548353,1,MK Pandey,4,2012
548353,3,RV Uthappa,4,2012
548353,4,MK Pandey,4,2012
548353,5,SPD Smith,4,2012
548353,9,SC Ganguly,4,2012
548353,9,SC Ganguly,4,2012
548353,10,SC Ganguly,0,2012
548353,10,SC Ganguly,4,2012
548353,15,SC Ganguly,4,2012
548353,19,B Kumar,4,2012
548353,19,B Kumar,4,2012
548354,1,AM Rahane,4,2012
548354,2,SR Watson,4,2012
548354,3,R Dravid,4,2012
548354,3,R Dravid,4,2012
548354,3,R Dravid,4,2012
548354,4,SR Watson,4,2012
548354,4,R Dravid,4,2012
548354,4,R Dravid,4,2012
548354,5,SR Watson,4,2012
548354,5,SR Watson,4,2012
548354,6,R Dravid,4,2012
548354,8,AL Menaria,4,2012
548354,8,R Dravid,4,2012
548354,9,R Dravid,4,2012
548354,16,J Botha,4,2012
548354,17,BJ Hodge,4,2012
548354,18,J Botha,4,2012
